학교ID,학교명,학교급구분,설립일자,설립형태,본교분교구분,운영상태,소재지지번주소,소재지도로명주소,시도교육청코드,시도교육청명,교육지원청코드,교육지원청명,생성일자,변경일자,lat,long,데이터기준일자,제공기관코드,제공기관명
B000008107,상봉중학교,중학교,2001-05-06,공립,본교,운영,서울특별시 중랑구 상봉동 282,서울특별시 중랑구 상봉중앙로8나길 28,7010000,서울특별시교육청,7021000,서울특별시동부교육지원청,2013-11-29,2023-11-15,37.60152799,127.0901246,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000001940,서울성서초등학교,초등학교,1984-03-01,공립,본교,운영,서울특별시 마포구 성산동 31-1,서울특별시 마포구 성미산로7길 24,7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2023-11-15,37.56059575,126.9109242,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000002096,서울남산초등학교,초등학교,1945-11-01,공립,본교,운영,서울특별시 중구 남산동2가 2,서울특별시 중구 퇴계로22길 17,7010000,서울특별시교육청,7061000,서울특별시중부교육지원청,2013-11-29,2023-11-15,37.55978374,126.9867556,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000002360,서울송원초등학교,초등학교,2009-03-01,공립,본교,운영,서울특별시 성동구 송정동 72-8,서울특별시 성동구 동일로43길 9,7010000,서울특별시교육청,7134000,서울특별시성동광진교육지원청,2013-11-29,2023-11-15,37.55415927,127.0695262,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000002216,서울화일초등학교,초등학교,2005-05-06,공립,본교,운영,서울특별시 강서구 화곡동 61-184,서울특별시 강서구 까치산로10길 70,7010000,서울특별시교육청,7081300,서울특별시강서양천교육지원청,2013-11-29,2023-11-15,37.54072601,126.8474076,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000002062,서울노원초등학교,초등학교,1973-09-04,공립,본교,운영,서울특별시 노원구 상계동 1014,서울특별시 노원구 동일로230나길 32,7010000,서울특별시교육청,7051000,서울특별시북부교육지원청,2013-11-29,2023-11-15,37.67359347,127.0584544,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000011344,유한공업고등학교,고등학교,1964-05-05,사립,본교,운영,서울특별시 구로구 항동 1-7,서울특별시 구로구 경인로 8,7010000,서울특별시교육청,7041000,서울특별시남부교육지원청,2013-11-29,2023-11-15,37.48791416,126.8232907,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000013467,하나고등학교,고등학교,2010-03-02,사립,본교,운영,서울특별시 은평구 진관동 134-2,서울특별시 은평구 연서로 535,7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2023-11-15,37.64163759,126.9369302,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000002099,서울광희초등학교,초등학교,1895-07-19,공립,본교,운영,서울특별시 중구 신당동 254-16,서울특별시 중구 다산로 269,7010000,서울특별시교육청,7061000,서울특별시중부교육지원청,2013-11-29,2023-11-15,37.56729928,127.0156879,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000002015,서울당산초등학교,초등학교,1945-08-15,공립,본교,운영,서울특별시 영등포구 양평동4가 323,서울특별시 영등포구 선유로55길 32,7010000,서울특별시교육청,7041000,서울특별시남부교육지원청,2013-11-29,2023-11-15,37.54011912,126.8962411,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000008406,남강중학교,중학교,1971-01-16,사립,본교,운영,서울특별시 관악구 신림동 627-1,서울특별시 관악구 난곡로34길 80,7010000,서울특별시교육청,7132000,서울특별시동작관악교육지원청,2013-11-29,2023-11-15,37.47137567,126.9249091,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000002076,서울상경초등학교,초등학교,1989-05-04,공립,본교,운영,서울특별시 노원구 상계동 621,서울특별시 노원구 수락산로 237,7010000,서울특별시교육청,7051000,서울특별시북부교육지원청,2013-11-29,2023-11-15,37.67050507,127.0516742,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000012043,신림고등학교,고등학교,1987-03-01,공립,본교,운영,서울특별시 관악구 신림동 1566-42,서울특별시 관악구 문성로 119,7010000,서울특별시교육청,7132000,서울특별시동작관악교육지원청,2013-11-29,2023-11-15,37.47921049,126.9169672,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000001984,서울문성초등학교,초등학교,1956-04-06,공립,본교,운영,서울특별시 금천구 독산동 982,서울특별시 금천구 시흥대로 460,7010000,서울특별시교육청,7041000,서울특별시남부교육지원청,2013-11-29,2023-11-15,37.47491196,126.8994492,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000002043,서울온곡초등학교,초등학교,1988-10-10,공립,본교,운영,서울특별시 노원구 상계동 638,서울특별시 노원구 한글비석로52길 59,7010000,서울특별시교육청,7051000,서울특별시북부교육지원청,2013-11-29,2023-11-15,37.66754054,127.0659829,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000011948,중화고등학교,고등학교,1988-03-02,공립,본교,운영,서울특별시 중랑구 중화동 21-4,서울특별시 중랑구 봉화산로27길 62,7010000,서울특별시교육청,7021000,서울특별시동부교육지원청,2013-11-29,2023-11-15,37.60481461,127.0836541,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000008378,강남중학교,중학교,1959-04-03,공립,본교,운영,서울특별시 동작구 대방동 390-6,서울특별시 동작구 대방동15길 29,7010000,서울특별시교육청,7132000,서울특별시동작관악교육지원청,2013-11-29,2023-11-15,37.50276263,126.9233466,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000002241,서울방화초등학교,초등학교,1986-09-01,공립,본교,운영,서울특별시 강서구 방화동 542-2,서울특별시 강서구 양천로6길 92,7010000,서울특별시교육청,7081300,서울특별시강서양천교육지원청,2013-11-29,2023-11-15,37.56870373,126.8074982,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000008390,동양중학교,중학교,1951-03-03,사립,본교,운영,서울특별시 동작구 흑석동 198-90,서울특별시 동작구 흑석로9길 94,7010000,서울특별시교육청,7132000,서울특별시동작관악교육지원청,2013-11-29,2023-11-15,37.51022314,126.9574775,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000001857,서울삼육초등학교,초등학교,1913-10-01,사립,본교,운영,서울특별시 동대문구 회기동 102-48,서울특별시 동대문구 회기로10길 63,7010000,서울특별시교육청,7021000,서울특별시동부교육지원청,2013-11-29,2023-11-15,37.5887715,127.0471713,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000012034,관악고등학교,고등학교,1974-03-01,공립,본교,운영,서울특별시 영등포구 양평동2가 12-1,서울특별시 영등포구 영등포로6길 26,7010000,서울특별시교육청,7041000,서울특별시남부교육지원청,2013-11-29,2023-11-15,37.52179166,126.8829505,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000001878,서울묵동초등학교,초등학교,1972-12-03,공립,본교,운영,서울특별시 중랑구 중화동 277-1,서울특별시 중랑구 동일로138길 27,7010000,서울특별시교육청,7021000,서울특별시동부교육지원청,2013-11-29,2023-11-15,37.60335949,127.0808272,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000002148,서울석촌초등학교,초등학교,1990-05-10,공립,본교,운영,서울특별시 송파구 석촌동 267,서울특별시 송파구 가락로11길 26,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2023-11-15,37.50263063,127.1052122,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000008174,가산중학교,중학교,1971-03-03,공립,본교,운영,서울특별시 금천구 독산동 300-21,서울특별시 금천구 시흥대로115길 48,7010000,서울특별시교육청,7041000,서울특별시남부교육지원청,2013-11-29,2023-11-15,37.46877706,126.8944749,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000011965,창동고등학교,고등학교,2002-03-01,공립,본교,운영,서울특별시 도봉구 창동 694-10,서울특별시 도봉구 노해로62길 7,7010000,서울특별시교육청,7051000,서울특별시북부교육지원청,2013-11-29,2023-11-15,37.65103577,127.0388191,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000011956,한성여자고등학교,고등학교,1945-10-05,사립,본교,운영,서울특별시 성북구 삼선동2가 392-2,서울특별시 성북구 삼선교로16길 117,7010000,서울특별시교육청,7121200,서울특별시성북강북교육지원청,2013-11-29,2023-11-15,37.5830649,127.0117841,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000008304,목일중학교,중학교,1986-12-17,공립,본교,운영,서울특별시 양천구 신정동 330-2,서울특별시 양천구 목동동로8길 70,7010000,서울특별시교육청,7081300,서울특별시강서양천교육지원청,2013-11-29,2023-11-15,37.51354095,126.8740325,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000002349,서울경동초등학교,초등학교,1913-10-01,공립,본교,운영,서울특별시 성동구 성수동1가 19-1,서울특별시 성동구 성수일로 34,7010000,서울특별시교육청,7134000,서울특별시성동광진교육지원청,2013-11-29,2023-11-15,37.5438253,127.050074,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000011990,예일여자고등학교,고등학교,1965-09-26,사립,본교,운영,서울특별시 은평구 구산동 8-3,서울특별시 은평구 연서로 117,7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2023-11-15,37.6109459,126.9147928,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000002013,서울대방초등학교,초등학교,1955-09-01,공립,본교,운영,서울특별시 영등포구 신길동 1444,서울특별시 영등포구 여의대방로35길 14,7010000,서울특별시교육청,7041000,서울특별시남부교육지원청,2013-11-29,2023-11-15,37.50290012,126.9190202,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000008335,화곡중학교,중학교,1974-01-05,사립,본교,운영,서울특별시 강서구 내발산동 715,서울특별시 강서구 강서로45길 70,7010000,서울특별시교육청,7081300,서울특별시강서양천교육지원청,2013-11-29,2023-11-15,37.5484056,126.8326573,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000002420,서울삼양초등학교,초등학교,1959-11-10,공립,본교,운영,서울특별시 강북구 미아동 791-1932,서울특별시 강북구 삼양로49길 17,7010000,서울특별시교육청,7121200,서울특별시성북강북교육지원청,2013-11-29,2023-11-15,37.62329558,127.0161491,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000011322,미래산업과학고등학교,고등학교,1994-03-01,사립,본교,운영,서울특별시 노원구 중계동 369-3,서울특별시 노원구 덕릉로82길 54,7010000,서울특별시교육청,7051000,서울특별시북부교육지원청,2013-11-29,2023-11-15,37.65877948,127.0784407,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000008257,서울체육중학교,중학교,1971-03-20,공립,본교,운영,서울특별시 송파구 방이동 88-14,서울특별시 송파구 강동대로 232,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2023-11-15,37.52233038,127.1298226,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000001895,서울연천초등학교,초등학교,1985-03-01,공립,본교,운영,서울특별시 은평구 불광동 346-153,서울특별시 은평구 연서로34길 22,7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2023-11-15,37.62134929,126.9299179,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000008389,대방중학교,중학교,1973-03-03,공립,본교,운영,서울특별시 동작구 신대방동 492-200,서울특별시 동작구 여의대방로10길 24,7010000,서울특별시교육청,7132000,서울특별시동작관악교육지원청,2013-11-29,2023-11-15,37.49543678,126.9130162,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000002311,서울삼일초등학교,초등학교,2007-09-01,공립,본교,운영,서울특별시 동작구 사당동 산18-38,서울특별시 동작구 사당로23나길 27,7010000,서울특별시교육청,7132000,서울특별시동작관악교육지원청,2013-11-29,2023-11-15,37.48823549,126.9751016,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000011348,서울공업고등학교,고등학교,1899-05-05,공립,본교,운영,서울특별시 동작구 대방동 390-5,서울특별시 동작구 대방동1길 46,7010000,서울특별시교육청,7132000,서울특별시동작관악교육지원청,2013-11-29,2023-11-15,37.50190126,126.9223834,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000002407,서울정수초등학교,초등학교,1986-04-06,공립,본교,운영,서울특별시 성북구 정릉동 431-62,서울특별시 성북구 정릉로24길 58,7010000,서울특별시교육청,7121200,서울특별시성북강북교육지원청,2013-11-29,2023-11-15,37.60377489,127.0077189,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000002118,서울금양초등학교,초등학교,1915-09-15,공립,본교,운영,서울특별시 용산구 효창동 126-4,서울특별시 용산구 효창원로 137,7010000,서울특별시교육청,7061000,서울특별시중부교육지원청,2013-11-29,2023-11-15,37.54094231,126.9618319,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000008093,휘경중학교,중학교,1969-11-11,공립,본교,운영,서울특별시 동대문구 휘경동 286-66,서울특별시 동대문구 망우로18나길 20,7010000,서울특별시교육청,7021000,서울특별시동부교육지원청,2013-11-29,2023-11-15,37.58709299,127.0617461,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000011994,중앙여자고등학교,고등학교,1940-10-10,사립,본교,운영,서울특별시 서대문구 북아현동 190-1,서울특별시 서대문구 북아현로11가길 7,7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2023-11-15,37.56317672,126.9540593,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000012000,신목고등학교,고등학교,1987-05-28,공립,본교,운영,서울특별시 양천구 신정동 330-3,서울특별시 양천구 안양천로 739,7010000,서울특별시교육청,7081300,서울특별시강서양천교육지원청,2013-11-29,2023-11-15,37.51290943,126.8736069,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000008131,충암중학교,중학교,1966-03-01,사립,본교,운영,서울특별시 은평구 응암동 272-113,서울특별시 은평구 가좌로5길 5,7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2023-11-15,37.58464029,126.9218095,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000002251,유석초등학교,초등학교,1965-03-08,사립,본교,운영,서울특별시 강서구 등촌동 82-1,서울특별시 강서구 화곡로69길 9,7010000,서울특별시교육청,7081300,서울특별시강서양천교육지원청,2013-11-29,2023-11-15,37.56080588,126.8537249,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000002152,서울개롱초등학교,초등학교,2008-03-03,공립,본교,운영,서울특별시 송파구 오금동 159,서울특별시 송파구 문정로 211,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2023-11-15,37.49736261,127.1398881,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000008453,삼각산중학교,중학교,2003-03-01,공립,본교,운영,서울특별시 강북구 미아동 1357-11,서울특별시 강북구 삼양로19길 141,7010000,서울특별시교육청,7121000,서울특별시성북강북교육지원청,2013-11-29,2023-11-15,37.61614897,127.0145684,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000011957,성신여자고등학교,고등학교,1936-04-28,사립,본교,운영,서울특별시 성북구 돈암동 산11-269,서울특별시 성북구 동소문로26가길 80,7010000,서울특별시교육청,7121200,서울특별시성북강북교육지원청,2013-11-29,2023-11-15,37.59428963,127.0224072,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000008328,방화중학교,중학교,1986-04-17,공립,본교,운영,서울특별시 강서구 방화동 636-1,서울특별시 강서구 개화동로27길 9,7010000,서울특별시교육청,7081300,서울특별시강서양천교육지원청,2013-11-29,2023-11-15,37.56433471,126.8071069,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000011918,대신고등학교,고등학교,1938-04-05,사립,본교,운영,서울특별시 종로구 행촌동 171-1,서울특별시 종로구 사직로 9,7010000,서울특별시교육청,7061000,서울특별시중부교육지원청,2013-11-29,2023-11-15,37.57312377,126.9612545,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000011321,서울동산고등학교,고등학교,1968-04-29,사립,본교,운영,서울특별시 노원구 공릉동 481-3,서울특별시 노원구 공릉로 257,7010000,서울특별시교육청,7051000,서울특별시북부교육지원청,2013-11-29,2023-11-15,37.63077798,127.0739984,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000002233,서울가양초등학교,초등학교,1992-11-26,공립,본교,운영,서울특별시 강서구 가양동 1484,서울특별시 강서구 허준로 186,7010000,서울특별시교육청,7081300,서울특별시강서양천교육지원청,2013-11-29,2023-11-15,37.56221719,126.8585216,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000001990,서울금산초등학교,초등학교,1998-10-16,공립,본교,운영,서울특별시 금천구 시흥동 653-27,서울특별시 금천구 시흥대로24길 57,7010000,서울특별시교육청,7041000,서울특별시남부교육지원청,2013-11-29,2023-11-15,37.44144269,126.9080871,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000002303,서울청담초등학교,초등학교,1980-04-04,공립,본교,운영,서울특별시 강남구 청담동 142,서울특별시 강남구 압구정로71길 9,7010000,서울특별시교육청,7091300,서울특별시강남서초교육지원청,2013-11-29,2023-11-15,37.52828187,127.045153,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000008201,창북중학교,중학교,1987-05-07,공립,본교,운영,서울특별시 도봉구 창동 683-15,서울특별시 도봉구 노해로62길 33,7010000,서울특별시교육청,7051000,서울특별시북부교육지원청,2013-11-29,2023-11-15,37.64911577,127.0388329,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000008309,양서중학교,중학교,1990-03-01,공립,본교,운영,서울특별시 양천구 신월동 169-4,서울특별시 양천구 남부순환로 380,7010000,서울특별시교육청,7081300,서울특별시강서양천교육지원청,2013-11-29,2023-11-15,37.53262929,126.8291351,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000002423,서울송중초등학교,초등학교,1983-11-18,공립,본교,운영,서울특별시 강북구 미아동 94-1,서울특별시 강북구 오현로 9,7010000,서울특별시교육청,7121200,서울특별시성북강북교육지원청,2013-11-29,2023-11-15,37.61700008,127.0314657,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000002324,중앙대학교사범대학부속초등학교,초등학교,1965-03-08,사립,본교,운영,서울특별시 동작구 흑석동 233-2,서울특별시 동작구 서달로 135,7010000,서울특별시교육청,7132000,서울특별시동작관악교육지원청,2013-11-29,2023-11-15,37.50545264,126.9596777,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000011986,충암고등학교,고등학교,1969-03-02,사립,본교,운영,서울특별시 은평구 응암동 272-113,서울특별시 은평구 가좌로5길 5,7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2023-11-15,37.58464029,126.9218095,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000002055,서울상계초등학교,초등학교,1946-09-11,공립,본교,운영,서울특별시 노원구 상계동 402-1,서울특별시 노원구 상계로9길 39,7010000,서울특별시교육청,7051000,서울특별시북부교육지원청,2013-11-29,2023-11-15,37.65962546,127.066495,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000002309,서울은로초등학교,초등학교,1908-11-01,공립,본교,운영,서울특별시 동작구 흑석동 245-1,서울특별시 동작구 서달로 115,7010000,서울특별시교육청,7132000,서울특별시동작관악교육지원청,2013-11-29,2023-11-15,37.50314888,126.9599535,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000012046,남강고등학교,고등학교,1973-03-02,사립,본교,운영,서울특별시 관악구 신림동 627-1,서울특별시 관악구 난곡로34길 80,7010000,서울특별시교육청,7132000,서울특별시동작관악교육지원청,2013-11-29,2023-11-15,37.47137567,126.9249091,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000012084,잠실여자고등학교,고등학교,1983-03-02,사립,본교,운영,서울특별시 송파구 송파동 99-2,서울특별시 송파구 송파대로38길 8,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2023-11-15,37.50179413,127.1142413,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000013468,이화여자대학교사범대학부속이화금란고등학교,고등학교,1958-04-01,사립,본교,운영,서울특별시 서대문구 대신동 47,서울특별시 서대문구 성산로 560,7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2023-11-15,37.56638886,126.9473028,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000008203,선덕중학교,중학교,1979-09-15,사립,본교,운영,서울특별시 도봉구 쌍문동 263,서울특별시 도봉구 시루봉로 53,7010000,서울특별시교육청,7051000,서울특별시북부교육지원청,2013-11-29,2023-11-15,37.65634868,127.0268766,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000001920,서울연희초등학교,초등학교,1968-12-07,공립,본교,운영,서울특별시 서대문구 연희동 88-1,서울특별시 서대문구 연희로 136,7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2023-11-15,37.56904593,126.9341423,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000011972,서라벌고등학교,고등학교,1956-03-05,사립,본교,운영,서울특별시 노원구 중계동 313,서울특별시 노원구 한글비석로5길 18,7010000,서울특별시교육청,7051000,서울특별시북부교육지원청,2013-11-29,2023-11-15,37.64525653,127.0758406,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000002114,서울용암초등학교,초등학교,1965-09-26,공립,본교,운영,서울특별시 용산구 용산동2가 5-2147,서울특별시 용산구 녹사평대로60길 39,7010000,서울특별시교육청,7061000,서울특별시중부교육지원청,2013-11-29,2023-11-15,37.5453029,126.9894348,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000011985,은평고등학교,고등학교,2009-03-01,공립,본교,운영,서울특별시 은평구 구산동 164,서울특별시 은평구 갈현로15길 47,7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2023-11-15,37.60984462,126.9057368,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000001905,서울증산초등학교,초등학교,1976-11-26,공립,본교,운영,서울특별시 은평구 증산동 212,서울특별시 은평구 증산서길 61,7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2023-11-15,37.58256527,126.9042764,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000011796,서울외국어고등학교,고등학교,1993-10-05,사립,본교,운영,서울특별시 도봉구 창동 35,서울특별시 도봉구 덕릉로66길 22,7010000,서울특별시교육청,7051000,서울특별시북부교육지원청,2013-11-29,2023-11-15,37.64578079,127.0515087,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000002017,서울초당초등학교,초등학교,1993-10-28,공립,본교,운영,서울특별시 도봉구 방학동 514-2,서울특별시 도봉구 해등로32길 11,7010000,서울특별시교육청,7051000,서울특별시북부교육지원청,2013-11-29,2023-11-15,37.65862783,127.0219562,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000002372,서울구남초등학교,초등학교,1998-03-01,공립,본교,운영,서울특별시 광진구 구의동 587-95,서울특별시 광진구 구의강변로 69,7010000,서울특별시교육청,7134000,서울특별시성동광진교육지원청,2013-11-29,2023-11-15,37.53709659,127.0922888,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000011791,서울예술고등학교,고등학교,1953-03-21,사립,본교,운영,서울특별시 종로구 평창동 217,서울특별시 종로구 평창문화로 70,7010000,서울특별시교육청,7061000,서울특별시중부교육지원청,2013-11-29,2023-11-15,37.60575682,126.9678907,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000001934,서울동교초등학교,초등학교,1974-09-01,공립,본교,운영,서울특별시 마포구 망원동 426-5,서울특별시 마포구 월드컵로25길 86,7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2023-11-15,37.55862448,126.9024006,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000001859,서울면목초등학교,초등학교,1944-11-12,공립,본교,운영,서울특별시 중랑구 면목동 221,서울특별시 중랑구 면목로 434,7010000,서울특별시교육청,7021000,서울특별시동부교육지원청,2013-11-29,2023-11-15,37.5906966,127.0872878,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000011303,서울방송고등학교,고등학교,1991-10-30,공립,본교,운영,서울특별시 성동구 옥수동 556-1,서울특별시 성동구 동호로5길 131,7010000,서울특별시교육청,7134000,서울특별시성동광진교육지원청,2013-11-29,2023-11-15,37.54777448,127.0110373,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000002037,서울신화초등학교,초등학교,1984-10-30,공립,본교,운영,서울특별시 도봉구 창동 504-33,서울특별시 도봉구 우이천로 120,7010000,서울특별시교육청,7051000,서울특별시북부교육지원청,2013-11-29,2023-11-15,37.63319504,127.0408842,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000008109,중랑중학교,중학교,1973-03-02,공립,본교,운영,서울특별시 중랑구 중화동 276-1,서울특별시 중랑구 동일로140길 33,7010000,서울특별시교육청,7021000,서울특별시동부교육지원청,2013-11-29,2023-11-15,37.60535089,127.0807928,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000013478,금천고등학교,고등학교,1985-05-06,공립,본교,운영,서울특별시 금천구 시흥동 산24-4,서울특별시 금천구 시흥대로38길 26,7010000,서울특별시교육청,7041000,서울특별시남부교육지원청,2013-11-29,2023-11-15,37.44480673,126.9049018,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000011313,성암국제무역고등학교,고등학교,1960-10-01,사립,본교,운영,서울특별시 강북구 미아동 320-1,서울특별시 강북구 도봉로29길 52,7010000,서울특별시교육청,7121200,서울특별시성북강북교육지원청,2013-11-29,2023-11-15,37.62041353,127.0239059,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000011980,한국삼육고등학교,고등학교,1949-11-13,사립,본교,운영,서울특별시 노원구 공릉동 26-38,서울특별시 노원구 화랑로 815,7010000,서울특별시교육청,7051000,서울특별시북부교육지원청,2013-11-29,2023-11-15,37.64335737,127.1088503,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000002094,운현초등학교,초등학교,1986-03-04,사립,본교,운영,서울특별시 종로구 운니동 114-7,서울특별시 종로구 삼일대로 460,7010000,서울특별시교육청,7061000,서울특별시중부교육지원청,2013-11-29,2023-11-15,37.57663053,126.9881575,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000002318,서울남성초등학교,초등학교,1968-03-01,공립,본교,운영,서울특별시 동작구 사당동 324-22,서울특별시 동작구 사당로23길 57-14,7010000,서울특별시교육청,7132000,서울특별시동작관악교육지원청,2013-11-29,2023-11-15,37.48459498,126.9754874,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000011314,서울문화고등학교,고등학교,1984-05-07,공립,본교,운영,서울특별시 도봉구 방학동 723-17,서울특별시 도봉구 마들로 598,7010000,서울특별시교육청,7051000,서울특별시북부교육지원청,2013-11-29,2023-11-15,37.66413143,127.0472858,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000002103,서울청구초등학교,초등학교,1945-11-01,공립,본교,운영,서울특별시 중구 신당동 330-2,서울특별시 중구 다산로 170,7010000,서울특별시교육청,7061000,서울특별시중부교육지원청,2013-11-29,2023-11-15,37.55911668,127.0137244,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000002259,서울매헌초등학교,초등학교,2008-03-01,공립,본교,운영,서울특별시 서초구 양재동 311-1,서울특별시 서초구 언남길 8,7010000,서울특별시교육청,7091300,서울특별시강남서초교육지원청,2013-11-29,2023-11-15,37.47126248,127.0420698,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000008317,양정중학교,중학교,1905-05-12,사립,본교,운영,서울특별시 양천구 목동 911-2,서울특별시 양천구 안양천로 1039,7010000,서울특별시교육청,7081300,서울특별시강서양천교육지원청,2013-11-29,2023-11-15,37.53538402,126.8877343,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000013489,보인고등학교,고등학교,1908-06-08,사립,본교,운영,서울특별시 송파구 오금동 162,서울특별시 송파구 오금로49길 18,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2023-11-15,37.4975692,127.1395178,2024-03-22,C738100,청주대학교 지방교육재정연구원
